author,updated_at,like_count,text,video_id,public,language,translated_text,is_relevant,char_count,word_count,sentence_count,TweetNLP,RoBERTa,BERT_NLP,Emotion,Vader
@TheManCybo,2020-10-10T23:22:32Z,6,"There's a big problem with time. It doesn't exist, it's a human construct to make it easier comprehend our memories. A clock, atomic or mechanical isn't a prove time exist. About relativity where fast moving objects are slower in time, measured with a clock, it can be explained: For this to work, the speed of the moving object must be very high. In experiments with satellites which have atomic clocks synchronized with the same ones on earth, they showed to be slower for a few seconds in a period of an year. The measurement of the clocks are no prove time exist, it proves only a difference between the two of them. Why? Gravity and speed. All objects moving with high speed are getting inert. But earths gravity is pulling the material structure of the clock on the satellite while it's traveling ca. 20 km per second. this is what slowing material down. This applies also for very high speed, linear traveling trough the universe, gravity is everywhere. Ever rotating on a playground on those round platforms with handles? With enough speed you couldn't even move your hand to the center of the platform - the kinetic energy of the spinning is pulling you away from the center, so material is getting inert, lazy. The satellite is also spinning around earth, plus the gravity of it: 2 forces - centrifugal and gravity pulling from earth. Imagine how it works with stars and galaxies. But time doesn't exist. If time would exist, science would find a way to catch it, to establish a timeline. Imagine our present moment makes a never ending imprint in something like timeline, of course, no future yet - it simply didn't happened yet. So, science must be able to enter this timeline at any past point in it, like with a time machine. But if it would be possible, they would jump in a point of the timeline which is frozen till the moment they jump in. At this point, they should move forward in the timeline. It's practically in every movie. Does this means, all past timeline is frozen, until time travelers enter? Or is every moment (what is a moment, how long is it?) in constant loop? The problem with this movie is, mankind could never get to the future without installing the wormhole. The wormhole is allegedly the reason that mankind exist in the future. So, for mankind to get to its future, it would have to preinstall the wormhole in the present to get to the future. One could say, they got away from earth with the missing data about anti gravity and got to the 3 planets. Still, how could they install the wormhole to get to those planets, since the future is established only with the existing of the wormhole? There is simply now way to get to future without setting the wormhole in the present. And this couldn't be done by humanity, this future never happened.",j3DuONZb3Ik,True,en,"there is a big problthem with time. It does not exist, it is a human construct to make it easier comprehend our mthemories. A clock, atomic or mechanical is not a prove time exist. About relativity where fast moving objects are slower in time, measured with a clock, it can be explained: For this to work, the speed of the moving object must be very high. In experiments with satellites which have atomic clocks synchronized with the same ones on earth, they showed to be slower for a few seconds in a period of an year. The measurthement of the clocks are no prove time exist, it proves only a difference between the two of ththem. Why? Gravity and speed. All objects moving with high speed are getting inert. But earths gravity is pulling the material structure of the clock on the satellite while it is traveling ca. 20 kiss me per second. this is what slowing material down. This applies also for very high speed, linear traveling trough the universe, gravity is everywhere. Ever rotating on a playground on those round platforms with handles? With enough speed you could not even move your hand to the center of the platform - the kinetic energy of the spinning is pulling you away from the center, so material is getting inert, lazy. The satellite is also spinning around earth, plus the gravity of it: 2 forces - centrifugal and gravity pulling from earth. Imagine how it works with stars and galaxies. But time does not exist. If time would exist, science would find a way to catch it, to establish a timeline. Imagine our present moment makes a never ending imprint in something like timeline, of course, no future yet - it simply did not happened yet. So, science must be able to enter this timeline at any past point in it, like with a time machine. But if it would be possible, they would jump in a point of the timeline which is frozen till the moment they jump in. At this point, they should move forward in the timeline. it is practically in every movie. Does this means, all past timeline is frozen, until time travelers enter? Or is every moment (what is a moment, how long is it?) in constant loop? The problthem with this movie is, mankind could never get to the future without installing the wormhole. The wormhole is allegedly the reason that mankind exist in the future. So, for mankind to get to its future, it would have to preinstall the wormhole in the present to get to the future. One could say, they got away from earth with the missing data about anti gravity and got to the 3 planets. Still, how could they install the wormhole to get to those planets, since the future is established only with the existing of the wormhole? There is simply now way to get to future without setting the wormhole in the present. And this could not be done by humanity, this future never happened.",True,2809,508,34,0,0,-1,anticipation,1
@Moorak,2020-04-24T11:26:40Z,1,Who buried Edmunds? 😂,j3DuONZb3Ik,True,en,Who buried Edmunds? 😂,True,21,4,1,0,0,-1,sadness,1
@rtj6874,2024-12-04T03:02:32Z,0,"Follow on question: How can they be sure that they didn't take the blight with them, like invasive species, ant, rabbits, kudzu etc?",4f9V-8BHONo,True,en,"Follow on question: How can they be sure that they did not take the blight with ththem, like invasive species, ant, rabbits, kudzu etc?",True,135,24,1,0,-1,0,disgust,1
@azmatmba,2014-12-04T15:53:22Z,0,So cool he is sexy smart,R1cexcjdyIE,True,en,So cool he is sexy smart,True,24,6,0,1,1,1,joy,1
@kukki2107,2022-10-27T16:12:53Z,0,"So you're telling me.. imagine that we can contact a person in that same planet in interstellar. Communicate with them for one hour.. it will pass 1 hour for them while on the communication device, but it will be 7 years for us with the same device talking to them? I'm confused sorry, I got a pea brain.",JqKa6qyVYgg,True,en,"So you are telling me.. imagine that we can contact a person in that same planet in interstellar. Communicate with ththem for one hour.. it will pass 1 hour for ththem while on the communication device, but it will be 7 years for us with the same device talking to ththem? I am confused sorry, I got a pea brain.",True,312,60,5,0,-1,-1,anticipation,-1
@kill_rozainofficial4966,2019-08-03T09:05:26Z,51,"Wow Chris, I always watch your reviews before watching any movie. I feel your reviews were very relevant to what I felt. I hadnt watched this review before and man I'm disappointed. Interstellar is a A++ movie. The last 10 minutes make it worth it. First of all making a black hole as an multi dimension object blew my mind. Others would have just gone for aliens but in this movie, humans can make adjustments to time as it also being a dimension. There is an emotional scene where Mathew saved humanity but couldn't be with his daughter and son throughout his life, he sees his daughter on the death bed after a long time and he dedicates his life towards improving humanity at the end. If that wasn't emotional enough I dont know what is.",BHsFzDON6pA,True,en,"Wow Chris, I always watch your reviews before watching any movie. I feel your reviews were very relevant to what I felt. I hadnt watched this review before and man I am disappointed. Interstellar is a A++ movie. The last 10 minutes make it worth it. First of all making a black hole as an multi dimension object blew my mind. Others would have just gone for aliens but in this movie, humans can make adjustments to time as it also being a dimension. There is an themotional scene where Mathew saved humanity but could not be with his daughter and son throughout his life, he sees his daughter on the death bed after a long time and he dedicates his life towards improving humanity at the end. If that was not themotional enough I don't know what is.",True,749,139,9,1,0,1,sadness,1
@achalanand2213,2025-02-26T21:47:09Z,0,You are wrong. Cooper survived because the black hole he fell into was supermassive blackhole not a regular one thus gravitational pull on his entire body was equal and he didnt die.,NC78S8jNy4g,True,en,You are wrong. Cooper survived because the black hole he fell into was supermassive blackhole not a regular one thus gravitational pull on his entire body was equal and he didnt die.,True,182,32,2,0,0,-1,anticipation,1
@marccas10,2018-11-18T23:40:04Z,0,Interstellar was awesome. I'd given up hope that these kind of movies would ever get made again?,NXhdt1R6TYE,True,en,Interstellar was awesome. I would given up hope that these kind of movies would ever get made again?,True,100,18,2,1,1,1,joy,1
@calebhoney3128,2022-09-01T00:26:33Z,0,"High boi: they STILL haven't fixed the flat tire. Me: my dad has a dually as well. One blows, the other goes 'fucking pathetic' and picks up the slack",I1AXx1XmQrc,True,en,"High boy: they STILL have not fixed the flat tire. Me: my dad has a dually as well. One blows, the other goes 'fucking pathetic' and picks up the slack",True,151,30,2,0,-1,-1,anger,-1
@BryanReeves,2021-09-28T06:06:24Z,1,Of course he does.,R1cexcjdyIE,True,en,Of course he does.,True,18,4,1,0,0,0,joy,0
@Shingodzillaofficaledits,2024-04-07T13:50:29Z,1,I heard that gargantua is actually a real black hole they got an idea about gargantua on m87,CQpTKQloHuI,True,en,I heard that gargantua is actually a real black hole they got an idea about gargantua on m87,True,92,18,0,0,0,-1,anticipation,0
@RhinoTV,2018-12-24T16:21:00Z,0,The music really did it for me,NXhdt1R6TYE,True,en,The music really did it for me,True,30,7,0,1,1,1,joy,0
@tankeater,2023-12-18T14:17:16Z,4,"1:15 ""who is the ghost.""??????? If THAT was hard to understand (considering the fact it was a 5 minute long scene showing us who was the ghost, let alone them talking about it on her death bed), I think you're too slow to watch a movie like this. May I suggest, The Little Mermaid to you. LMFFFAAAOOO",XiDFc5aIqFg,True,en,"""who is the ghost.""??????? If THAT was hard to understand (considering the fact it was a 5 minute long scene showing us who was the ghost, let alone ththem talking about it on her death bed), I think you are too slow to watch a movie like this. May I suggest, The Little Mermaid to you. LMFFFAAAOOO",True,298,57,4,0,-1,-1,joy,-1
@adnanabbas5151,2025-07-27T16:05:23Z,0,"No doubt, the movie is fantastic",Et9cKWWZ0LM,True,en,"No doubt, the movie is fantastic",True,32,6,0,1,1,1,joy,1
@coatza86,2024-09-01T08:27:29Z,0,Gargantua is the black hole. The planet I think it’s Miller,JZ9qjB2PVuE,True,en,Gargantua is the black hole. The planet I think it’s Miller,True,59,11,1,0,-1,1,anticipation,0
@jk45m58,2014-12-07T05:13:37Z,0,"Wow talking about the things we already know, I was expecting more though..",qhW1HfSuPVQ,True,en,"Wow talking about the things we already know, I was expecting more though..",True,75,13,1,1,1,1,anticipation,1
@cerka27,2023-06-10T08:12:03Z,0,One of my favorite movies ❤,QBSw8nSVpmI,True,en,One of my favorite movies ❤,True,27,6,0,1,1,1,joy,1
@luisd7636,2022-12-20T03:51:57Z,7,amazing movie. need to see it at least once a year.,XiDFc5aIqFg,True,en,amazing movie. need to see it at least once a year.,True,51,11,2,1,1,1,joy,1
@danild2002,2025-07-09T11:32:34Z,0,"7 years -one hour, It's impossible time dilation, planet had to be almost on event horizon itself",JqKa6qyVYgg,True,en,"7 years -one hour, it is impossible time dilation, planet had to be almost on event horizon itself",True,98,18,0,0,0,-1,anticipation,0
@thomash.l.9382,2019-06-04T15:42:26Z,0,"you do have access to the past, if you record it.",R1cexcjdyIE,True,en,"you do have access to the past, if you record it.",True,49,11,1,0,0,0,optimism,0
@newhampguy,2015-09-10T01:42:13Z,1,"For all of the idiots in the comment section, everyone who disagrees with the ending and hates It is wrong and obviously didn't understand it. The space he went in was a representation of the fifth dime room IN the third dimension. Pay attention, people.",BHsFzDON6pA,True,en,"For all of the idiots in the comment section, everyone who disagrees with the ending and hates It is wrong and obviously did not understand it. The space he went in was a representation of the fifth dime room IN the third dimension. Pay attention, people.",True,255,46,3,0,-1,-1,anger,-1
@rixiv7868,2022-06-29T07:03:11Z,0,For those of you who still have questions about this topic you should watch this video: It does a great job of helping visualize it. This channel has a lot of other great videos explaining hard to grasp concepts.,JqKa6qyVYgg,True,en,For those of you who still have questions about this topic you should watch this video: It does a great job of helping visualize it. This channel has a lot of other great videos explaining hard to grasp concepts.,True,212,39,2,1,1,1,joy,1
@bymenz1388,2020-03-11T10:56:49Z,0,their own HIGHER SELVES help them.,j3DuONZb3Ik,True,en,their own HIGHER SELVES help ththem.,True,36,6,1,0,0,1,optimism,1
